,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,Date,Time,Latitude,Longitude,Attenuation,Preamp 1,Preamp 2,DNC Preamp,Carrier No/Index,Center Frequency (MHz),Technology (5G NR LTE FDD LTE TDD),Bandwidth,SSB SCS,SSB Center Frequency (MHZ),L,Cyclic Prefix,No,PCI,Group,Sector,SSB Index,DM-RS,PBCH,S-SS RSRP / RSRP (dBm),S-SS RSRQ / RSRQ (dB),P-SS SNR / P-SS SNR (dB),S-SS SINR / RS SINR (dB),P-SS RSRP / P-SS RSRP (dBm),S-SS RSSI / S-SS RSSI (dBm),/ S-SS RSRP (dBm),/ S-SS Ec/Io (dB),Time Error (us),PBCH DM-RS RSRP (dBm) /,PBCH DM-RS EVM (%) /,VIAVI Solutions;ONA-800;WMTK0002920146;2.210.0003r<Mode>; NSA Signal Analyzer / NSA Route Map
92,92,92,92,"Friday, June 16, 2023",04:19:24.662 PM CEST,48.1200447,-1.6296268,0,On,Off,Off,1|19,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,2,2,--,-113.61,-17.43,7.77,5.08,-114.07,-92.57,--,--,292.96,-106.94,110.00,
93,93,93,93,"Friday, June 16, 2023",04:19:24.662 PM CEST,48.1200447,-1.6296268,0,On,Off,Off,1|19,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,3,3,--,-116.22,-20.67,8.66,4.47,-115.62,-95.18,--,--,507.02,-106.20,137.68,
94,94,94,94,"Friday, June 16, 2023",04:19:24.662 PM CEST,48.1200447,-1.6296268,0,On,Off,Off,1|19,3530.01,5G NR,80,30.0,3529.92,8,--,6,153,51,0,1,1,--,-123.18,-20.09,3.44,4.17,-123.38,-102.14,--,--,7.02,-113.99,438.68,
95,95,95,95,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,2,2,--,-108.68,-12.76,11.56,5.30,-108.75,-87.64,--,--,506.21,-106.48,358.23,
96,96,96,96,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,3,3,--,-110.65,-14.52,12.20,4.07,-110.72,-89.62,--,--,720.27,-106.61,124.61,
97,97,97,97,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-110.77,-14.67,12.20,4.06,-112.07,-89.73,--,--,507.26,-106.41,112.31,
98,98,98,98,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-113.22,-15.26,8.92,4.45,-113.98,-92.18,--,--,6.21,-108.81,102.22,
99,99,99,99,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,2,2,--,-113.61,-17.43,7.77,5.08,-114.07,-92.57,--,--,292.96,-106.94,110.00,
100,100,100,100,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,3,3,--,-116.22,-20.67,8.66,4.47,-115.62,-95.18,--,--,507.02,-106.20,137.68,
101,101,101,101,"Friday, June 16, 2023",04:19:25.662 PM CEST,48.1200442,-1.6296272,0,On,Off,Off,1|20,3530.01,5G NR,80,30.0,3529.92,8,--,6,153,51,0,1,1,--,-123.18,-20.09,3.44,4.17,-123.38,-102.14,--,--,7.02,-113.99,438.68,
102,102,102,102,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,2,2,--,-108.68,-12.76,11.56,5.30,-108.75,-87.64,--,--,506.21,-106.48,358.23,
103,103,103,103,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,3,3,--,-110.65,-14.52,12.20,4.07,-110.72,-89.62,--,--,720.27,-106.61,124.61,
104,104,104,104,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-110.77,-14.67,12.20,4.06,-112.07,-89.73,--,--,507.26,-106.41,112.31,
105,105,105,105,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-113.22,-15.26,8.92,4.45,-113.98,-92.18,--,--,6.21,-108.81,102.22,
106,106,106,106,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,2,2,--,-113.61,-17.43,7.77,5.08,-114.07,-92.57,--,--,292.96,-106.94,110.00,
107,107,107,107,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,3,3,--,-116.22,-20.67,8.66,4.47,-115.62,-95.18,--,--,507.02,-106.20,137.68,
108,108,108,108,"Friday, June 16, 2023",04:19:26.662 PM CEST,48.1200438,-1.6296278,0,On,Off,Off,1|21,3530.01,5G NR,80,30.0,3529.92,8,--,6,153,51,0,1,1,--,-123.18,-20.09,3.44,4.17,-123.38,-102.14,--,--,7.02,-113.99,438.68,
109,109,109,109,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,2,2,--,-108.68,-12.76,11.56,5.30,-108.75,-87.64,--,--,506.21,-106.48,358.23,
110,110,110,110,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,3,3,--,-110.65,-14.52,12.20,4.07,-110.72,-89.62,--,--,720.27,-106.61,124.61,
111,111,111,111,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,3,3,--,-110.77,-14.67,12.20,4.06,-112.07,-89.73,--,--,507.26,-106.41,112.31,
112,112,112,112,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-113.22,-15.26,8.92,4.45,-113.98,-92.18,--,--,6.21,-108.81,102.22,
113,113,113,113,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,2,2,--,-113.61,-17.43,7.77,5.08,-114.07,-92.57,--,--,292.96,-106.94,110.00,
114,114,114,114,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,3,3,--,-116.22,-20.67,8.66,4.47,-115.62,-95.18,--,--,507.02,-106.20,137.68,
115,115,115,115,"Friday, June 16, 2023",04:19:27.663 PM CEST,48.1200432,-1.6296288,0,On,Off,Off,1|22,3530.01,5G NR,80,30.0,3529.92,8,--,6,153,51,0,1,1,--,-123.18,-20.09,3.44,4.17,-123.38,-102.14,--,--,7.02,-113.99,438.68,
116,116,116,116,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,2,2,--,-112.39,-14.83,9.93,4.00,-111.51,-91.35,--,--,506.71,-107.89,127.42,
117,117,117,117,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-112.84,-16.73,10.77,3.59,-111.92,-91.80,--,--,507.54,-106.76,141.34,
118,118,118,118,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-113.02,-16.92,10.77,3.62,-113.22,-91.98,--,--,720.78,-106.61,129.16,
119,119,119,119,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-115.52,-17.51,8.06,4.35,-116.52,-94.48,--,--,6.71,-109.50,158.00,
120,120,120,120,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,4,235,78,1,0,0,--,-116.24,-18.76,5.35,3.52,-115.28,-95.20,--,--,7.19,-108.70,106.42,
121,121,121,121,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-119.39,-21.84,9.90,4.06,-119.70,-98.35,--,--,293.47,-107.76,249.20,
122,122,122,122,"Friday, June 16, 2023",04:19:28.662 PM CEST,48.1200425,-1.6296297,0,On,Off,Off,1|23,3530.01,5G NR,80,30.0,3529.92,8,--,6,81,27,0,1,1,--,-125.41,-22.00,3.84,3.88,-125.45,-104.38,--,--,220.78,-114.14,137.36,
123,123,123,123,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,0,81,27,0,2,2,--,-112.39,-14.83,9.93,4.00,-111.51,-91.35,--,--,506.71,-107.89,127.42,
124,124,124,124,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,3,3,--,-112.84,-16.73,10.77,3.59,-111.92,-91.80,--,--,507.54,-106.76,141.34,
125,125,125,125,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-113.02,-16.92,10.77,3.62,-113.22,-91.98,--,--,720.78,-106.61,129.16,
126,126,126,126,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-115.52,-17.51,8.06,4.35,-116.52,-94.48,--,--,6.71,-109.50,158.00,
127,127,127,127,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,4,235,78,1,0,0,--,-116.24,-18.76,5.35,3.52,-115.28,-95.20,--,--,7.19,-108.70,106.42,
128,128,128,128,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,2,2,--,-119.39,-21.84,9.90,4.06,-119.70,-98.35,--,--,293.47,-107.76,249.20,
129,129,129,129,"Friday, June 16, 2023",04:19:29.662 PM CEST,48.120042,-1.62963,0,On,Off,Off,1|24,3530.01,5G NR,80,30.0,3529.92,8,--,6,81,27,0,1,1,--,-125.41,-22.00,3.84,3.88,-125.45,-104.38,--,--,220.78,-114.14,137.36,
130,130,130,130,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-110.27,-13.48,10.79,4.02,-109.83,-89.23,--,--,508.88,-107.70,194.32,
131,131,131,131,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,1,153,51,0,2,2,--,-113.63,-15.39,6.85,3.18,-113.27,-92.59,--,--,294.82,-109.68,138.29,
132,132,132,132,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,2,2,--,-116.86,-18.14,8.83,3.37,-117.49,-95.83,--,--,294.82,-109.01,150.21,
133,133,133,133,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,3,153,51,0,3,3,--,-117.60,-20.90,7.72,4.54,-119.65,-96.57,--,--,508.89,-107.82,164.22,
134,134,134,134,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,4,235,78,1,0,0,--,-118.05,-19.32,4.48,2.49,-116.76,-97.01,--,--,8.90,-109.60,340.09,
135,135,135,135,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,2,2,--,-119.62,-20.90,8.97,3.43,-117.11,-98.58,--,--,508.13,-109.51,190.74,
136,136,136,136,"Friday, June 16, 2023",04:19:30.662 PM CEST,48.1200415,-1.6296305,0,On,Off,Off,1|25,3530.01,5G NR,80,30.0,3529.92,8,--,6,153,51,0,1,1,--,-121.11,-18.36,4.50,4.78,-121.10,-100.07,--,--,8.89,-114.44,367.50,
137,137,137,137,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-110.27,-13.48,10.79,4.02,-109.83,-89.23,--,--,508.88,-107.70,194.32,
138,138,138,138,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,1,153,51,0,2,2,--,-113.63,-15.39,6.85,3.18,-113.27,-92.59,--,--,294.82,-109.68,138.29,
139,139,139,139,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,2,82,27,1,2,2,--,-116.86,-18.14,8.83,3.37,-117.49,-95.83,--,--,294.82,-109.01,150.21,
140,140,140,140,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,3,153,51,0,3,3,--,-117.60,-20.90,7.72,4.54,-119.65,-96.57,--,--,508.89,-107.82,164.22,
141,141,141,141,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,4,235,78,1,0,0,--,-118.05,-19.32,4.48,2.49,-116.76,-97.01,--,--,8.90,-109.60,340.09,
142,142,142,142,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,2,2,--,-119.62,-20.90,8.97,3.43,-117.11,-98.58,--,--,508.13,-109.51,190.74,
143,143,143,143,"Friday, June 16, 2023",04:19:31.661 PM CEST,48.1200415,-1.6296295,0,On,Off,Off,1|26,3530.01,5G NR,80,30.0,3529.92,8,--,6,153,51,0,1,1,--,-121.11,-18.36,4.50,4.78,-121.10,-100.07,--,--,8.89,-114.44,367.50,
144,144,144,144,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-106.03,-12.45,13.64,4.17,-106.15,-84.99,--,--,509.57,-104.46,699.68,
145,145,145,145,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,2,2,--,-108.40,-12.36,11.35,5.14,-108.44,-87.36,--,--,508.81,-106.61,131.32,
146,146,146,146,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-109.75,-16.17,13.68,4.17,-109.17,-88.71,--,--,722.88,-104.08,93.02,
147,147,147,147,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-113.22,-15.88,9.47,3.78,-113.15,-92.18,--,--,8.81,-106.77,163.27,
148,148,148,148,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,4,235,78,1,0,0,--,-113.23,-16.27,5.97,4.07,-113.75,-92.19,--,--,9.61,-107.71,169.58,
149,149,149,149,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,5,153,51,0,2,2,--,-113.98,-17.98,8.87,4.58,-113.76,-92.94,--,--,295.58,-106.42,145.86,
150,150,150,150,"Friday, June 16, 2023",04:19:32.662 PM CEST,48.120041,-1.6296288,0,On,Off,Off,1|27,3530.01,5G NR,80,30.0,3529.92,8,--,6,82,27,1,1,1,--,-118.28,-16.94,4.81,4.03,-119.99,-97.24,--,--,9.57,-112.35,125.50,
151,151,151,151,"Friday, June 16, 2023",04:19:33.665 PM CEST,48.1200407,-1.6296282,0,On,Off,Off,1|28,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-104.61,-11.95,15.49,4.69,-104.41,-83.57,--,--,510.29,-103.35,88.97,
152,152,152,152,"Friday, June 16, 2023",04:19:33.665 PM CEST,48.1200407,-1.6296282,0,On,Off,Off,1|28,3530.01,5G NR,80,30.0,3529.92,8,--,1,153,51,0,2,2,--,-113.61,-15.94,8.62,4.05,-112.88,-92.57,--,--,296.39,-108.70,184.12,
153,153,153,153,"Friday, June 16, 2023",04:19:33.665 PM CEST,48.1200407,-1.6296282,0,On,Off,Off,1|28,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,2,2,--,-113.89,-16.12,10.71,4.47,-112.86,-92.85,--,--,509.46,-108.40,192.53,
154,154,154,154,"Friday, June 16, 2023",04:19:33.665 PM CEST,48.1200407,-1.6296282,0,On,Off,Off,1|28,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,2,2,--,-114.81,-16.86,10.18,3.68,-113.97,-93.77,--,--,296.22,-108.32,153.82,
155,155,155,155,"Friday, June 16, 2023",04:19:33.665 PM CEST,48.1200407,-1.6296282,0,On,Off,Off,1|28,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,0,0,--,-116.48,-17.40,7.40,3.86,-118.69,-95.44,--,--,9.46,-110.20,141.31,
156,156,156,156,"Friday, June 16, 2023",04:19:33.665 PM CEST,48.1200407,-1.6296282,0,On,Off,Off,1|28,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,1,1,--,-120.52,-17.81,5.19,3.52,-121.87,-99.48,--,--,10.29,-113.88,151.64,
157,157,157,157,"Friday, June 16, 2023",04:19:34.670 PM CEST,48.1200403,-1.6296273,0,On,Off,Off,1|29,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-104.61,-11.95,15.49,4.69,-104.41,-83.57,--,--,510.29,-103.35,88.97,
158,158,158,158,"Friday, June 16, 2023",04:19:34.670 PM CEST,48.1200403,-1.6296273,0,On,Off,Off,1|29,3530.01,5G NR,80,30.0,3529.92,8,--,1,153,51,0,2,2,--,-113.61,-15.94,8.62,4.05,-112.88,-92.57,--,--,296.39,-108.70,184.12,
159,159,159,159,"Friday, June 16, 2023",04:19:34.670 PM CEST,48.1200403,-1.6296273,0,On,Off,Off,1|29,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,2,2,--,-113.89,-16.12,10.71,4.47,-112.86,-92.85,--,--,509.46,-108.40,192.53,
160,160,160,160,"Friday, June 16, 2023",04:19:34.670 PM CEST,48.1200403,-1.6296273,0,On,Off,Off,1|29,3530.01,5G NR,80,30.0,3529.92,8,--,3,82,27,1,2,2,--,-114.81,-16.86,10.18,3.68,-113.97,-93.77,--,--,296.22,-108.32,153.82,
161,161,161,161,"Friday, June 16, 2023",04:19:34.670 PM CEST,48.1200403,-1.6296273,0,On,Off,Off,1|29,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,0,0,--,-116.48,-17.40,7.40,3.86,-118.69,-95.44,--,--,9.46,-110.20,141.31,
162,162,162,162,"Friday, June 16, 2023",04:19:34.670 PM CEST,48.1200403,-1.6296273,0,On,Off,Off,1|29,3530.01,5G NR,80,30.0,3529.92,8,--,5,82,27,1,1,1,--,-120.52,-17.81,5.19,3.52,-121.87,-99.48,--,--,10.29,-113.88,151.64,
163,163,163,163,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-102.26,-11.30,16.48,9.93,-102.46,-81.22,--,--,510.74,-101.23,50.49,
164,164,164,164,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-111.73,-14.01,9.80,3.85,-111.77,-90.69,--,--,296.68,-108.23,999.99,
165,165,165,165,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,2,153,51,0,2,2,--,-115.99,-18.34,7.49,3.87,-114.30,-94.95,--,--,296.83,-108.31,143.27,
166,166,166,166,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,3,235,78,1,0,0,--,-116.63,-16.97,6.30,4.39,-116.68,-95.59,--,--,10.47,-110.61,234.07,
167,167,167,167,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-117.06,-19.38,9.76,4.03,-116.49,-96.02,--,--,509.87,-108.26,137.10,
168,168,168,168,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,0,0,--,-117.98,-18.45,6.58,3.56,-127.45,-96.94,--,--,9.87,-110.93,184.59,
169,169,169,169,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,6,82,27,1,1,1,--,-121.05,-18.38,5.30,3.75,-119.18,-100.01,--,--,10.74,-113.76,290.77,
170,170,170,170,"Friday, June 16, 2023",04:19:35.693 PM CEST,48.12004,-1.6296267,0,On,Off,Off,1|30,3530.01,5G NR,80,30.0,3529.92,8,--,7,153,51,0,1,1,--,-123.10,-20.31,3.99,3.45,-123.19,-102.06,--,--,10.90,-114.27,113.32,
171,171,171,171,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-102.26,-11.30,16.48,9.93,-102.46,-81.22,--,--,510.74,-101.23,50.49,
172,172,172,172,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,1,82,27,1,2,2,--,-111.73,-14.01,9.80,3.85,-111.77,-90.69,--,--,296.68,-108.23,999.99,
173,173,173,173,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,2,153,51,0,2,2,--,-115.99,-18.34,7.49,3.87,-114.30,-94.95,--,--,296.83,-108.31,143.27,
174,174,174,174,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,3,235,78,1,0,0,--,-116.63,-16.97,6.30,4.39,-116.68,-95.59,--,--,10.47,-110.61,234.07,
175,175,175,175,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,4,81,27,0,2,2,--,-117.06,-19.38,9.76,4.03,-116.49,-96.02,--,--,509.87,-108.26,137.10,
176,176,176,176,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,5,81,27,0,0,0,--,-117.98,-18.45,6.58,3.56,-127.45,-96.94,--,--,9.87,-110.93,184.59,
177,177,177,177,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,6,82,27,1,1,1,--,-121.05,-18.38,5.30,3.75,-119.18,-100.01,--,--,10.74,-113.76,290.77,
178,178,178,178,"Friday, June 16, 2023",04:19:36.662 PM CEST,48.1200395,-1.6296263,0,On,Off,Off,1|31,3530.01,5G NR,80,30.0,3529.92,8,--,7,153,51,0,1,1,--,-123.10,-20.31,3.99,3.45,-123.19,-102.06,--,--,10.90,-114.27,113.32,
179,179,179,179,"Friday, June 16, 2023",04:19:37.663 PM CEST,48.1200393,-1.6296257,0,On,Off,Off,1|32,3530.01,5G NR,80,30.0,3529.92,8,--,0,82,27,1,3,3,--,-105.67,-12.50,14.28,5.25,-105.56,-84.63,--,--,511.73,-104.37,121.14,
180,180,180,180,"Friday, June 16, 2023",04:19:37.663 PM CEST,48.1200393,-1.6296257,0,On,Off,Off,1|32,3530.01,5G NR,80,30.0,3529.92,8,--,1,81,27,0,2,2,--,-111.20,-14.54,10.25,3.30,-111.86,-90.16,--,--,510.94,-107.87,134.34,
181,181,181,181,"Friday, June 16, 2023",04:19:37.663 PM CEST,48.1200393,-1.6296257,0,On,Off,Off,1|32,3530.01,5G NR,80,30.0,3529.92,8,--,2,81,27,0,3,3,--,-112.91,-19.74,14.27,5.26,-113.24,-91.87,--,--,725.00,-103.49,114.41,
182,182,182,182,"Friday, June 16, 2023",04:19:37.663 PM CEST,48.1200393,-1.6296257,0,On,Off,Off,1|32,3530.01,5G NR,80,30.0,3529.92,8,--,3,81,27,0,0,0,--,-115.28,-16.72,7.57,3.63,-115.95,-94.24,--,--,10.94,-109.23,138.97,
183,183,183,183,"Friday, June 16, 2023",04:19:37.663 PM CEST,48.1200393,-1.6296257,0,On,Off,Off,1|32,3530.01,5G NR,80,30.0,3529.92,8,--,4,153,51,0,2,2,--,-115.95,-18.73,7.40,2.67,-116.78,-94.91,--,--,297.73,-107.98,149.88,
